type;fr;en;de;es;it;ja;pt;pl;ro;th;ar;cn;# glossaire.csv V1.1.0 - 07/01/2026 12:41:28
pt;classe 3;class 3;Klasse 3;clase 3;classe 3;クラス3;classe 3;klasa 3;clasa 3;ชั้น 3;الفئة 3;第三类;
pt;classe 3 d angle;class 3 corner;Klasse 3 eckig;clase 3 esquina;angolo di classe 3;クラス3コーナー;canto de classe 3;Narożnik klasy 3;colț clasa 3;มุมระดับ 3;ركن الفئة 3;3 类角;
pt;classe 3 dangle;class 3 dangle;Klasse 3 dangle;clase 3 cuelgan;classe 3 penzoloni;3級ダングル;pendente de classe 3;Klasa 3 dangle;clasa 3 dangle;มุมระดับ 3;تدلي من الفئة 3;3 级悬挂式;
pt;classe 3 d'angle;class 3 corner;Klasse 3 Ecke;clase 3 esquina;angolo di classe 3;クラス3コーナー;canto de classe 3;Narożnik klasy 3;colț clasa 3;มุม ระดับ 3;ركن الفئة 3;3 类角;
pt;classe 3 dentaire;class 3 dental;Klasse 3 zahnärztlich;clase 3 dental;classe 3 dentale;クラス3デンタル;classe 3 dentária;Klasa 3 stomatologiczna;clasa 3 dentare;ฟันประเภทที่ 3;طب الأسنان من الفئة 3;3 级牙科;
pt;classe 3 squelettique;class 3 skeletal;Klasse 3 skelettartig;clase 3 esquelético;classe 3 scheletrica;クラス3 骨格;classe 3 esquelética;Klasa 3 szkieletowa;clasa 3 scheletic;ชั้นที่ 3 โครงกระดูก;الهيكل العظمي من الفئة 3;第三类骨骼;
pt;classe dentaire;dental class;Zahnarztklasse;clase de odontología;corso di odontoiatria;歯科教室;aula de medicina dentária;klasa dentystyczna;curs de stomatologie;ชั้นเรียนทันตกรรม;فئة طب الأسنان;牙科班;
pt;classe i;class i;Klasse i;clase i;classe i;クラスI;classe i;klasa i;clasa i;คลาส i;الفئة الأولى;一级;
pt;classe i d angle;class i corner;klasse i d ecke;esquina clase i;angolo di classe i;クラスIコーナー;canto classe i;narożnik klasy i;colț clasa i;คลาส i มุม;ركن الفئة I;I 类角;
pt;classe i dangle;class i dangle;Klasse i dangle;clase i dangle;classe i penzolare;クラスIダングル;classe i dangle;klasa i dangle;clasa i dangle;มุมประเภทที่ 1;الفصل الأول يتدلى;I 级悬空;
pt;classe ii;class ii;Klasse ii;clase ii;classe ii;クラスII;classe ii;klasa ii;clasa ii;ชั้นที่สอง;الفئة الثانية;二级;
pt;classe ii d angle;class ii corner;klasse ii ecke;clase ii esquina;angolo di classe ii;クラスIIコーナー;canto classe ii;narożnik klasy ii;colț clasa ii;มุมประเภทที่ 2;ركن الفئة الثانية;二类角;
pt;classe ii dangle;class ii dangle;Klasse ii dangle;colgante clase ii;classe ii penzoloni;クラスII・ダングル;pendente classe ii;klasa ii dangle;clasa ii dangle;มุมประเภทที่ 2;تدلي الفئة الثانية;第 II 类悬饰;
pt;classe ii propulseur;class ii thruster;Klasse ii Triebwerk;motor de clase ii;motore di classe ii;クラスIIエンジン;motor classe ii;silnik klasy ii;motor clasa ii;เครื่องขับเคลื่อนประเภทที่ 2;محرك من الفئة الثانية;二级发动机;
pt;classe iii;class iii;Klasse iii;clase iii;classe iii;クラスIII;classe iii;klasa iii;clasa iii;ชั้นที่สาม;الفئة الثالثة;三级;
pt;classe iii d angle;class iii corner;Klasse iii eckig;clase iii esquina;classe iii angolo;クラスIIIコーナー;canto de classe iii;narożnik klasy iii;colț clasa iii;มุมประเภทที่สาม;ركن الفئة الثالثة;三类角;
pt;classe iii dangle;class iii dangerous;Klasse iii dangle;clase iii peligroso;classe iii pericoloso;危険物第3種;classe iii perigosa;klasa iii niebezpieczna;clasa iii periculoase;มุมประเภทที่สาม;خطرة من الفئة الثالثة;第 III 类危险;
pt;cleaning;cleaning;Reinigung;limpieza;pulizia;クリーニング;limpeza;czyszczenie;curățare;ทำความสะอาด;التنظيف;清洁;
pt;cleanings;cleanings;cleanings;limpiezas;pulizie;クリーニング;limpezas;czyszczenie;curățări;การทำความสะอาด;التنظيفات;清洁;
pt;cleaningue;cleaningue;cleaningue;limpieza;pulizia;クリーニング;limpeza;czyszczenieue;curățare;ทำความสะอาด;التنظيف;清洁;
pt;cleaningues;cleaning products;cleaningues;productos de limpieza;prodotti per la pulizia;クリーニング製品;produtos de limpeza;środki czyszczące;produse de curățare;บริการทำความสะอาด;منتجات التنظيف;清洁产品;
pt;clear aligner;clear align;clear ausrichten;alinear claro;allineamento chiaro;クリアアライン;alinhamento claro;Wyczyść wyrównanie;aliniere clară;เครื่องมือจัดฟันแบบใส;محاذاة واضحة;清除对齐;
pt;clears aligners;clears aligners;clears aligners;limpia los alineadores;cancella gli allineatori;アライナーをクリア;limpa os alinhadores;czyści alignery;curăță aliniatoarele;เครื่องมือจัดฟันแบบใส;يمسح المصففات;清除校准器;
pt;clenching;clenching;clenching;apretando;stringere;食いしばり;aperto;zaciskanie;încleștare;การกำแน่น;الشد;紧握;
pt;cli;class i;kli;cli;cli;クリン;cli;kli;cli;คลิ;كلي;挛;
pt;clicking;clicking;clicking;haciendo clic en;Cliccando;クリック;clique;kliknięcie;clic;การคลิก;النقر;点击;
pt;clickings;clickings;clickings;clics;clickings;かちかち;cliques;kliknięcia;clicuri;คลิก;النقرات;点击次数;
pt;clickingue;click here;clickingue;pulse aquí;clicca qui;ここをクリック;clique aqui;kliknij tutaj;faceți clic aici;การคลิก;انقر هنا;点击此处;
pt;clickingues;click here;clickingues;pulse aquí;clicca qui;ここをクリック;clique aqui;kliknij tutaj;faceți clic aici;คลิกเกอร์;انقر هنا;点击此处;
pt;clii;class ii;klii;clii;clii;第二部;clii;klii;clii;คลอไรด์;كلي;小时;
pt;cliii;class iii;kliii;cliii;cliii;クリイ;cliii;kliii;cliii;ซีไอ 3;كليي;ciii;
pt;collée;glued;geklebt;pegado;incollato;接着剤付き;colado;przyklejony;lipite;ติดกาว;لاصق;粘着的;
pt;collées;glued;verklebt;pegado;incollato;接着剤付き;colado;przyklejony;lipite;ติดกาว;لاصق;粘着的;
pt;complètes;complete;vollständig;completa;completo;完全;completo;kompletny;complet;สมบูรณ์;كاملة;完整;
pt;cone beam;cone beam;Kegelstrahl;haz cónico;fascio conico;コーンビーム;feixe cónico;wiązka stożkowa;fascicul conic;โคนบีม;شعاع مخروطي;锥形光束;
pt;cone beam ct;cone beam ct;cone beam ct;ct de haz cónico;TAC a fascio conico;コーンビームCT;TC de feixe cónico;tomografia wiązki stożkowej;Ct cu fascicul conic;ซีทีสแกนแบบโคนบีม;الأشعة المخروطية المخروطية المقطعية;锥形束 CT;
pt;cones beams;cones beams;Kegelbäume;conos haces;coni raggi;コーンビーム;feixes de cones;stożki wiązki;conuri grinzi;ลำแสงกรวย;عوارض مخروطية;锥形光束;
pt;cones beams cts;cones beams cts;cones beams cts;conos haces cts;coni raggi cts;コーンビーム CT;cones vigas cts;stożki wiązki cts;conuri grinzi cts;คอนบีมซีที;الحزم المخروطية cts;锥形梁 cts;
pt;consulter;visit;konsultieren;visite;visita;訪問;visita;wizyta;vizită;ปรึกษา;قم بزيارة;游览;
pt;consultères;consultants;consultères;consultores;consulenti;コンサルタント;consultores;konsultanci;consultanți;สมาชิกสภา;الاستشاريون;顾问;
pt;consulters;consultants;Berater;consultores;consulenti;コンサルタント;consultores;konsultanci;consultanți;ที่ปรึกษา;الاستشاريون;顾问;
pt;correction;correction;Korrektur;corrección;correzione;修正;correção;korekta;corecție;การแก้ไข;التصحيح;更正;
pt;correction classe ii;class ii correction;Korrektur Klasse ii;corrección clase ii;correzione classe ii;訂正クラスII;correção classe ii;klasa korekcji ii;clasa de corecție ii;การแก้ไขประเภทที่ 2;فئة التصحيح II;矫正 II 级;
pt;correctionne;correct;korrigiert;correcto;corretto;正しい;correto;poprawny;corect;แก้ไข;صحيح;正确的;
pt;correctionnes;corrected;korrigiert;corregido;corretto;修正済み;corrigido;poprawiony;corectat;การแก้ไข;تم التصحيح;更正;
pt;corrections;corrections;Korrekturen;correcciones;correzioni;訂正;correcções;korekty;corecții;การแก้ไข;التصحيحات;更正;
pt;couple;couple;Paar;pareja;coppia;カップル;casal;para;cuplu;คู่;زوجان;一对;
pt;couples;couples;Paare;parejas;coppie;カップル;casais;pary;cupluri;คู่รัก;الأزواج;夫妇;
pt;croc;croc;Croc;cocodrilo;croc;クロコ;crocodilo;krokodyl;crocodil;เขี้ยว;تمساح;鳄鱼;
pt;crocs;crocs;crocs;cocodrilos;coccodrilli;クロックス;crocodilos;krokodyle;crocodili;เขี้ยว;التماسيح;鱷魚;
pt;croquer;crunch;knacken;crunch;sgranocchiare;クランチ;trituração;chrupnięcie;crunch;ร่าง;أزمة;紧缩;
pt;croquère;croquère;Croquère;croquère;croquère;クロケール;croquete;croquère;croquère;โครเกร์;كروكير;croquère;
pt;croquères;croquères;Croquères;croquères;croquères;クロケール;croquetes;krokiety;crochiuri;โครเกร์;كروكير;面包;
pt;croquers;croquers;Croquers;croquers;crocchette;コロッケ;croquetes;krokiety;crochiuri;โครเกอส์;كروكيرز;炸丸子;
pt;crossbite;crossbite;crossbite;mordida cruzada;morso incrociato;クロスバイト;mordida cruzada;zgryz krzyżowy;mușcătură încrucișată;ครอสไบต์;عضة متصالبة;交叉龋;
pt;crowding dentaire;dental crowding;Dental Crowding;apiñamiento dental;Affollamento dentale;歯列叢生;apinhamento dentário;stłoczenie zębów;înghesuială dentară;ฟันซ้อน;ازدحام الأسنان;牙齿拥挤;
pt;cuspide;cusp;Höcker;cúsp;cuspide;先端;cúspide;wierzchołek;cuspida;จุดยอด;كوزب;尖顶;
pt;cuspides;cusps;Höcker;cusps;cuspidi;尖頭;cúspides;guzki;cuspide;ปลายแหลม;كوزبس;尖头;
pt;décalage dentaire;tooth shift;Zahnlücke;cambio de dientes;spostamento dei denti;トゥースシフト;mudança de dentes;przesunięcie zęba;schimbarea dinților;การเรียงตัวของฟันผิดปกติ;تحول الأسنان;齿移;
pt;décalage horizontal;horizontal shift;horizontale Verschiebung;desplazamiento horizontal;spostamento orizzontale;水平シフト;deslocação horizontal;przesunięcie poziome;deplasare orizontală;การเลื่อนแนวนอน;إزاحة أفقية;横移;
pt;décalage mandibulaire;mandibular shift;Unterkieferversatz;desplazamiento mandibular;spostamento mandibolare;下顎シフト;deslocamento mandibular;przesunięcie żuchwy;deplasarea mandibulară;การเคลื่อนของขากรรไกรล่าง;إزاحة الفك السفلي;下颌移位;
pt;décalage squelettique;skeletal shift;Skelettverschiebung;desplazamiento esquelético;spostamento dello scheletro;骨格シフト;deslocação do esqueleto;przesunięcie szkieletu;schimbare scheletică;ความไม่สมดุลของโครงกระดูก;نوبة الهيكل العظمي;骨骼移位;
pt;décalages dentaires;tooth shifts;Zahnverschiebungen;cambio de dientes;spostamenti dei denti;歯固め;mudanças de dentes;przesunięcia zębów;deplasări ale dinților;การเรียงตัวของฟันผิดปกติ;تحولات الأسنان;牙齿移动;
pt;décalages horizontaux;horizontal shifts;horizontale Verschiebungen;desplazamientos horizontales;spostamenti orizzontali;水平シフト;deslocações horizontais;przesunięcia poziome;schimbări orizontale;การเลื่อนแนวนอน;التحولات الأفقية;横向移动;
pt;décalages mandibulaires;mandibular shifts;Unterkieferverschiebungen;desplazamientos mandibulares;spostamenti mandibolari;下顎シフト;deslocações mandibulares;przesunięcia żuchwy;deplasări mandibulare;การเรียงตัวของขากรรไกรล่างผิดปกติ;تحولات الفك السفلي;下颌移位;
pt;décalages squelettiques;skeletal shifts;Skelettverschiebungen;desplazamientos esqueléticos;spostamenti dello scheletro;骨格シフト;mudanças esqueléticas;zmiany szkieletowe;deplasări scheletice;ความไม่สอดคล้องของโครงกระดูก;تحولات الهيكل العظمي;骨骼移动;
pt;déchaussement;heaving;Lockerung;agitado;ansante;えいえい;arfando;falowanie;agitație;การคลายตัว;الرفع;隆隆;
pt;déchaussemente;removal;Entschuppung;agitado;rimozione;えいえい;remoção;falowanie;eliminare;การคลายตัว;الرفع;隆隆;
pt;déchaussementes;heaving;Lockerungenes;agitado;ansante;えいえい;arfando;falowanie;agitație;การถอดรองเท้า;الرفع;隆隆;
pt;déchaussements;heaving;Zahnlockerungen;agitado;ansante;えいえい;arfando;falowanie;agitație;การคลายตัว;الرفع;隆隆;
pt;deciduous;deciduous;deciduous;caducifolio;deciduo;落葉;caducifólia;liściasty;de foioase;ผลัดใบ;نفضي;落叶的;
pt;deciduousse;deciduousse;deciduousse;caducifoliose;caducifoglie;落葉;decídua;liściaste;foioaseousse;ผลัดใบ;نفضي;落叶e;
pt;deciduousses;deciduousses;deciduousses;deciduousses;decidui;デュデュデュデュデュデュデュデュデュデュデュデュデュデュデュデュデュデュデュデュデュデュデュデュデュデュデュ;deciduousses;decyzje;deciduousses;ต้นไม้ผลัดใบ;ديكيدوسيس;决定;
pt;dédentation;visit;Verzahnung;visite;visita;訪問;visita;wizyta;vizită;การสูญเสียฟัน;قم بزيارة;游览;
pt;dédentationne;dedentationne;dédentationne;dedentaciónne;dedentazione;デデンテーション;dedentaçãone;dedentationne;dedentarene;ไร้อำนาจ;ديدنتيشنني;()()()();
pt;dédentationnes;dedentationnes;Verzahnungen;dedentationnes;dedentazioni;デデンテーション;dedentações;dedentationnes;dedentationnes;การสูญเสียฟัน;ديمنتيشنيس;公示;
pt;dédentations;dedications;Verzahnungen;dedicatorias;dediche;献辞;dedicatórias;dedykacje;dedicații;ช่องว่างระหว่างฟัน;الإهداءات;献词;
pt;deep bite;deep bite;Deep Bite;mordida profunda;morso profondo;深噛み;mordida profunda;głębokie ugryzienie;mușcătură adâncă;กัดลึก;عضة عميقة;深咬;
pt;déficit mandibulaire;mandibular deficit;Unterkieferdefizit;déficit mandibular;deficit mandibolare;下顎欠損;défice mandibular;deficyt żuchwy;deficit mandibular;ภาวะขาดกระดูกขากรรไกรล่าง;عجز الفك السفلي;下颌亏损;
pt;déficit maxillaire;maxillary deficit;Kieferdefizit;déficit maxilar;deficit mascellare;上顎欠損;défice maxilar;deficyt szczęki;deficit maxilar;ภาวะขาดกระดูกขากรรไกรบน;عجز الفك العلوي;上颌亏损;
